X1	X2	X3	X4
Epithelial cells	Fantom5	tpm.Small%20Airway%20Epithelial%20Cells%20donor3%20%28cytoplasmic%20fraction%29.CNhs14563.14316-155D5	tpm.Small%20Airway%20Epithelial%20Cells%20donor3%20%28cytoplasmic%20fraction%29.CNhs14563.14316-155D5
Epithelial cells	Fantom5	tpm.Small%20Airway%20Epithelial%20Cells%2c%20donor1.CNhs10884.11256-116F5	tpm.Small%20Airway%20Epithelial%20Cells%2c%20donor1.CNhs10884.11256-116F5
Epithelial cells	Fantom5	tpm.Small%20Airway%20Epithelial%20Cells%2c%20donor2.CNhs11975.11334-117F2	tpm.Small%20Airway%20Epithelial%20Cells%2c%20donor2.CNhs11975.11334-117F2
Epithelial cells	Fantom5	tpm.Small%20Airway%20Epithelial%20Cells%2c%20donor3%20%28nuclear%20fraction%29.CNhs12583.14317-155D6	tpm.Small%20Airway%20Epithelial%20Cells%2c%20donor3%20%28nuclear%20fraction%29.CNhs12583.14317-155D6
Epithelial cells	Fantom5	tpm.Small%20Airway%20Epithelial%20Cells%2c%20donor3.CNhs12016.11406-118E2	tpm.Small%20Airway%20Epithelial%20Cells%2c%20donor3.CNhs12016.11406-118E2
Epithelial cells	Fantom5	tpm.Tracheal%20Epithelial%20Cells%2c%20donor1.CNhs11092.11292-117A5	tpm.Tracheal%20Epithelial%20Cells%2c%20donor1.CNhs11092.11292-117A5
Epithelial cells	Fantom5	tpm.Tracheal%20Epithelial%20Cells%2c%20donor2.CNhs11993.11369-118A1	tpm.Tracheal%20Epithelial%20Cells%2c%20donor2.CNhs11993.11369-118A1
Epithelial cells	Fantom5	tpm.Tracheal%20Epithelial%20Cells%2c%20donor3.CNhs12051.11441-118I1	tpm.Tracheal%20Epithelial%20Cells%2c%20donor3.CNhs12051.11441-118I1
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Aortic%20Adventitial%20donor2%20%28cytoplasmic%20fraction%29.CNhs14558.14331-155F2	tpm.Fibroblast%20-%20Aortic%20Adventitial%20donor2%20%28cytoplasmic%20fraction%29.CNhs14558.14331-155F2
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Aortic%20Adventitial%20donor3%20%28cytoplasmic%20fraction%29.CNhs14559.14310-155C8	tpm.Fibroblast%20-%20Aortic%20Adventitial%20donor3%20%28cytoplasmic%20fraction%29.CNhs14559.14310-155C8
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Aortic%20Adventitial%2c%20donor1.CNhs10874.11245-116E3	tpm.Fibroblast%20-%20Aortic%20Adventitial%2c%20donor1.CNhs10874.11245-116E3
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Aortic%20Adventitial%2c%20donor2%20%28nuclear%20fraction%29.CNhs12581.14332-155F3	tpm.Fibroblast%20-%20Aortic%20Adventitial%2c%20donor2%20%28nuclear%20fraction%29.CNhs12581.14332-155F3
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Aortic%20Adventitial%2c%20donor2.CNhs11968.11326-117E3	tpm.Fibroblast%20-%20Aortic%20Adventitial%2c%20donor2.CNhs11968.11326-117E3
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Aortic%20Adventitial%2c%20donor3%20%28nuclear%20fraction%29.CNhs12400.14311-155C9	tpm.Fibroblast%20-%20Aortic%20Adventitial%2c%20donor3%20%28nuclear%20fraction%29.CNhs12400.14311-155C9
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Aortic%20Adventitial%2c%20donor3.CNhs12011.11401-118D6	tpm.Fibroblast%20-%20Aortic%20Adventitial%2c%20donor3.CNhs12011.11401-118D6
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Cardiac%2c%20donor1.CNhs12498.11268-116G8	tpm.Fibroblast%20-%20Cardiac%2c%20donor1.CNhs12498.11268-116G8
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Cardiac%2c%20donor2.CNhs11378.11345-117G4	tpm.Fibroblast%20-%20Cardiac%2c%20donor2.CNhs11378.11345-117G4
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Cardiac%2c%20donor3.CNhs12027.11417-118F4	tpm.Fibroblast%20-%20Cardiac%2c%20donor3.CNhs12027.11417-118F4
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Cardiac%2c%20donor4.CNhs11909.11452-119A3	tpm.Fibroblast%20-%20Cardiac%2c%20donor4.CNhs11909.11452-119A3
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Cardiac%2c%20donor5.CNhs12057.11456-119A7	tpm.Fibroblast%20-%20Cardiac%2c%20donor5.CNhs12057.11456-119A7
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Cardiac%2c%20donor6.CNhs12061.11460-119B2	tpm.Fibroblast%20-%20Cardiac%2c%20donor6.CNhs12061.11460-119B2
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Choroid%20Plexus%2c%20donor1.CNhs11319.11492-119E7	tpm.Fibroblast%20-%20Choroid%20Plexus%2c%20donor1.CNhs11319.11492-119E7
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Choroid%20Plexus%2c%20donor2.CNhs12344.11572-120E6	tpm.Fibroblast%20-%20Choroid%20Plexus%2c%20donor2.CNhs12344.11572-120E6
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Choroid%20Plexus%2c%20donor3.CNhs12620.11653-122E6	tpm.Fibroblast%20-%20Choroid%20Plexus%2c%20donor3.CNhs12620.11653-122E6
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Conjunctival%2c%20donor1.CNhs11339.11531-120A1	tpm.Fibroblast%20-%20Conjunctival%2c%20donor1.CNhs11339.11531-120A1
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Conjunctival%2c%20donor3.CNhs12734.11692-122I9	tpm.Fibroblast%20-%20Conjunctival%2c%20donor3.CNhs12734.11692-122I9
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Dermal%2c%20donor1.CNhs12499.11269-116G9	tpm.Fibroblast%20-%20Dermal%2c%20donor1.CNhs12499.11269-116G9
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Dermal%2c%20donor2.CNhs11379.11346-117G5	tpm.Fibroblast%20-%20Dermal%2c%20donor2.CNhs11379.11346-117G5
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Dermal%2c%20donor3.CNhs12028.11418-118F5	tpm.Fibroblast%20-%20Dermal%2c%20donor3.CNhs12028.11418-118F5
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Dermal%2c%20donor4.CNhs12052.11450-119A1	tpm.Fibroblast%20-%20Dermal%2c%20donor4.CNhs12052.11450-119A1
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Dermal%2c%20donor5.CNhs12055.11454-119A5	tpm.Fibroblast%20-%20Dermal%2c%20donor5.CNhs12055.11454-119A5
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Dermal%2c%20donor6.CNhs12059.11458-119A9	tpm.Fibroblast%20-%20Dermal%2c%20donor6.CNhs12059.11458-119A9
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Gingival%2c%20donor1.CNhs10866.11237-116D4	tpm.Fibroblast%20-%20Gingival%2c%20donor1.CNhs10866.11237-116D4
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Gingival%2c%20donor10%20%28periodontitis%29.CNhs14135.11928-125I2	tpm.Fibroblast%20-%20Gingival%2c%20donor10%20%28periodontitis%29.CNhs14135.11928-125I2
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Gingival%2c%20donor2.CNhs11961.11318-117D4	tpm.Fibroblast%20-%20Gingival%2c%20donor2.CNhs11961.11318-117D4
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Gingival%2c%20donor3.CNhs12006.11394-118C8	tpm.Fibroblast%20-%20Gingival%2c%20donor3.CNhs12006.11394-118C8
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Gingival%2c%20donor4%20%28GFH2%29.CNhs10848.11222-116B7	tpm.Fibroblast%20-%20Gingival%2c%20donor4%20%28GFH2%29.CNhs10848.11222-116B7
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Gingival%2c%20donor5%20%28GFH3%29.CNhs11952.11303-117B7	tpm.Fibroblast%20-%20Gingival%2c%20donor5%20%28GFH3%29.CNhs11952.11303-117B7
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Gingival%2c%20donor6%20%28aggressive%20periodontitis%29.CNhs14128.11921-125H4	tpm.Fibroblast%20-%20Gingival%2c%20donor6%20%28aggressive%20periodontitis%29.CNhs14128.11921-125H4
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Gingival%2c%20donor6%20%28control%29.CNhs14129.11922-125H5	tpm.Fibroblast%20-%20Gingival%2c%20donor6%20%28control%29.CNhs14129.11922-125H5
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Gingival%2c%20donor7%20%28aggressive%20periodontitis%29.CNhs14130.11923-125H6	tpm.Fibroblast%20-%20Gingival%2c%20donor7%20%28aggressive%20periodontitis%29.CNhs14130.11923-125H6
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Gingival%2c%20donor7%20%28control%29.CNhs14131.11924-125H7	tpm.Fibroblast%20-%20Gingival%2c%20donor7%20%28control%29.CNhs14131.11924-125H7
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Gingival%2c%20donor8%20%28chronic%20periodontitis%29.CNhs14132.11925-125H8	tpm.Fibroblast%20-%20Gingival%2c%20donor8%20%28chronic%20periodontitis%29.CNhs14132.11925-125H8
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Gingival%2c%20donor8%20%28control%29.CNhs14133.11926-125H9	tpm.Fibroblast%20-%20Gingival%2c%20donor8%20%28control%29.CNhs14133.11926-125H9
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Gingival%2c%20donor9%20%28control%29.CNhs14134.11927-125I1	tpm.Fibroblast%20-%20Gingival%2c%20donor9%20%28control%29.CNhs14134.11927-125I1
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Lung%2c%20donor1.CNhs12500.11270-116H1	tpm.Fibroblast%20-%20Lung%2c%20donor1.CNhs12500.11270-116H1
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Lung%2c%20donor2.CNhs11380.11347-117G6	tpm.Fibroblast%20-%20Lung%2c%20donor2.CNhs11380.11347-117G6
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Lung%2c%20donor3.CNhs12029.11419-118F6	tpm.Fibroblast%20-%20Lung%2c%20donor3.CNhs12029.11419-118F6
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Lymphatic%2c%20donor1.CNhs11322.11506-119G3	tpm.Fibroblast%20-%20Lymphatic%2c%20donor1.CNhs11322.11506-119G3
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Lymphatic%2c%20donor2.CNhs12082.11586-120G2	tpm.Fibroblast%20-%20Lymphatic%2c%20donor2.CNhs12082.11586-120G2
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Lymphatic%2c%20donor3.CNhs12118.11667-122G2	tpm.Fibroblast%20-%20Lymphatic%2c%20donor3.CNhs12118.11667-122G2
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Mammary%2c%20donor1.CNhs11348.11540-120B1	tpm.Fibroblast%20-%20Mammary%2c%20donor1.CNhs11348.11540-120B1
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Mammary%2c%20donor2.CNhs12103.11620-122A9	tpm.Fibroblast%20-%20Mammary%2c%20donor2.CNhs12103.11620-122A9
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Mammary%2c%20donor3.CNhs12128.11701-123A9	tpm.Fibroblast%20-%20Mammary%2c%20donor3.CNhs12128.11701-123A9
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Periodontal%20Ligament%2c%20donor1.CNhs10867.11238-116D5	tpm.Fibroblast%20-%20Periodontal%20Ligament%2c%20donor1.CNhs10867.11238-116D5
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Periodontal%20Ligament%2c%20donor2.CNhs11962.11319-117D5	tpm.Fibroblast%20-%20Periodontal%20Ligament%2c%20donor2.CNhs11962.11319-117D5
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Periodontal%20Ligament%2c%20donor3.CNhs11907.11395-118C9	tpm.Fibroblast%20-%20Periodontal%20Ligament%2c%20donor3.CNhs11907.11395-118C9
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Periodontal%20Ligament%2c%20donor4%20%28PL29%29.CNhs12493.11223-116B8	tpm.Fibroblast%20-%20Periodontal%20Ligament%2c%20donor4%20%28PL29%29.CNhs12493.11223-116B8
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Periodontal%20Ligament%2c%20donor5%20%28PL30%29.CNhs11953.11304-117B8	tpm.Fibroblast%20-%20Periodontal%20Ligament%2c%20donor5%20%28PL30%29.CNhs11953.11304-117B8
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Periodontal%20Ligament%2c%20donor6%20%28PLH3%29.CNhs11996.11380-118B3	tpm.Fibroblast%20-%20Periodontal%20Ligament%2c%20donor6%20%28PLH3%29.CNhs11996.11380-118B3
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Pulmonary%20Artery%2c%20donor1.CNhs10878.11250-116E8	tpm.Fibroblast%20-%20Pulmonary%20Artery%2c%20donor1.CNhs10878.11250-116E8
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Villous%20Mesenchymal%2c%20donor1.CNhs11343.11535-120A5	tpm.Fibroblast%20-%20Villous%20Mesenchymal%2c%20donor1.CNhs11343.11535-120A5
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Villous%20Mesenchymal%2c%20donor2.CNhs12099.11615-122A4	tpm.Fibroblast%20-%20Villous%20Mesenchymal%2c%20donor2.CNhs12099.11615-122A4
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20Villous%20Mesenchymal%2c%20donor3.CNhs12920.11696-123A4	tpm.Fibroblast%20-%20Villous%20Mesenchymal%2c%20donor3.CNhs12920.11696-123A4
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20skin%20dystrophia%20myotonica%2c%20donor1%20%28nuclear%20fraction%29.CNhs12405.14329-155E9	tpm.Fibroblast%20-%20skin%20dystrophia%20myotonica%2c%20donor1%20%28nuclear%20fraction%29.CNhs12405.14329-155E9
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20skin%20dystrophia%20myotonica%2c%20donor1.CNhs11353.11556-120C8	tpm.Fibroblast%20-%20skin%20dystrophia%20myotonica%2c%20donor1.CNhs11353.11556-120C8
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20skin%20dystrophia%20myotonica%2c%20donor2.CNhs11354.11557-120C9	tpm.Fibroblast%20-%20skin%20dystrophia%20myotonica%2c%20donor2.CNhs11354.11557-120C9
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20skin%20dystrophia%20myotonica%2c%20donor3%20%28nuclear%20fraction%29.CNhs12399.14308-155C6	tpm.Fibroblast%20-%20skin%20dystrophia%20myotonica%2c%20donor3%20%28nuclear%20fraction%29.CNhs12399.14308-155C6
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20skin%20dystrophia%20myotonica%2c%20donor3.CNhs11913.11560-120D3	tpm.Fibroblast%20-%20skin%20dystrophia%20myotonica%2c%20donor3.CNhs11913.11560-120D3
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20skin%20normal%2c%20donor1%20%28nuclear%20fraction%29.CNhs12403.14323-155E3	tpm.Fibroblast%20-%20skin%20normal%2c%20donor1%20%28nuclear%20fraction%29.CNhs12403.14323-155E3
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20skin%20normal%2c%20donor1.CNhs11351.11553-120C5	tpm.Fibroblast%20-%20skin%20normal%2c%20donor1.CNhs11351.11553-120C5
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20skin%20normal%2c%20donor2%20%28nuclear%20fraction%29.CNhs12582.14302-155B9	tpm.Fibroblast%20-%20skin%20normal%2c%20donor2%20%28nuclear%20fraction%29.CNhs12582.14302-155B9
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20skin%20normal%2c%20donor2.CNhs11914.11561-120D4	tpm.Fibroblast%20-%20skin%20normal%2c%20donor2.CNhs11914.11561-120D4
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20skin%20spinal%20muscular%20atrophy%2c%20donor1%20%28nuclear%20fraction%29.CNhs12404.14326-155E6	tpm.Fibroblast%20-%20skin%20spinal%20muscular%20atrophy%2c%20donor1%20%28nuclear%20fraction%29.CNhs12404.14326-155E6
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20skin%20spinal%20muscular%20atrophy%2c%20donor1.CNhs11074.11555-120C7	tpm.Fibroblast%20-%20skin%20spinal%20muscular%20atrophy%2c%20donor1.CNhs11074.11555-120C7
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20skin%20spinal%20muscular%20atrophy%2c%20donor2.CNhs11911.11558-120D1	tpm.Fibroblast%20-%20skin%20spinal%20muscular%20atrophy%2c%20donor2.CNhs11911.11558-120D1
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20skin%20spinal%20muscular%20atrophy%2c%20donor3%20%28nuclear%20fraction%29.CNhs12398.14305-155C3	tpm.Fibroblast%20-%20skin%20spinal%20muscular%20atrophy%2c%20donor3%20%28nuclear%20fraction%29.CNhs12398.14305-155C3
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20skin%20spinal%20muscular%20atrophy%2c%20donor3.CNhs11912.11559-120D2	tpm.Fibroblast%20-%20skin%20spinal%20muscular%20atrophy%2c%20donor3.CNhs11912.11559-120D2
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20skin%20walker%20warburg%2c%20donor1.CNhs11352.11554-120C6	tpm.Fibroblast%20-%20skin%20walker%20warburg%2c%20donor1.CNhs11352.11554-120C6
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20skin%2c%20normal%20donor1%20%28cytoplasmic%20fraction%29.CNhs14560.14322-155E2	tpm.Fibroblast%20-%20skin%2c%20normal%20donor1%20%28cytoplasmic%20fraction%29.CNhs14560.14322-155E2
Fibroblasts	Fantom5	tpm.Fibroblast%20-%20skin%2c%20normal%20donor2%20%28cytoplasmic%20fraction%29.CNhs14561.14301-155B8	tpm.Fibroblast%20-%20skin%2c%20normal%20donor2%20%28cytoplasmic%20fraction%29.CNhs14561.14301-155B8
GMP	Fantom5	tpm.granulocyte%20macrophage%20progenitor%2c%20donor1.CNhs12519.12131-128D7	tpm.granulocyte%20macrophage%20progenitor%2c%20donor1.CNhs12519.12131-128D7
GMP	Fantom5	tpm.granulocyte%20macrophage%20progenitor%2c%20donor2.CNhs12524.12135-128E2	tpm.granulocyte%20macrophage%20progenitor%2c%20donor2.CNhs12524.12135-128E2
GMP	Fantom5	tpm.granulocyte%20macrophage%20progenitor%2c%20donor3.CNhs12528.12139-128E6	tpm.granulocyte%20macrophage%20progenitor%2c%20donor3.CNhs12528.12139-128E6
Hepatocytes	Fantom5	tpm.Hepatocyte%2c%20donor1.CNhs12340.11523-119I2	tpm.Hepatocyte%2c%20donor1.CNhs12340.11523-119I2
Hepatocytes	Fantom5	tpm.Hepatocyte%2c%20donor2.CNhs12349.11603-120I1	tpm.Hepatocyte%2c%20donor2.CNhs12349.11603-120I1
Hepatocytes	Fantom5	tpm.Hepatocyte%2c%20donor3.CNhs12626.11684-122I1	tpm.Hepatocyte%2c%20donor3.CNhs12626.11684-122I1
iDC	Fantom5	tpm.Dendritic%20Cells%20-%20monocyte%20immature%20derived%2c%20donor1%2c%20tech_rep1.CNhs10855.11227-116C3	tpm.Dendritic%20Cells%20-%20monocyte%20immature%20derived%2c%20donor1%2c%20tech_rep1.CNhs10855.11227-116C3
iDC	Fantom5	tpm.Dendritic%20Cells%20-%20monocyte%20immature%20derived%2c%20donor1%2c%20tech_rep2.CNhs11062.11227-116C3	tpm.Dendritic%20Cells%20-%20monocyte%20immature%20derived%2c%20donor1%2c%20tech_rep2.CNhs11062.11227-116C3
iDC	Fantom5	tpm.Dendritic%20Cells%20-%20monocyte%20immature%20derived%2c%20donor2.CNhs12195.11308-117C3	tpm.Dendritic%20Cells%20-%20monocyte%20immature%20derived%2c%20donor2.CNhs12195.11308-117C3
iDC	Fantom5	tpm.Dendritic%20Cells%20-%20monocyte%20immature%20derived%2c%20donor3.CNhs12000.11384-118B7	tpm.Dendritic%20Cells%20-%20monocyte%20immature%20derived%2c%20donor3.CNhs12000.11384-118B7
Keratinocytes	Fantom5	tpm.Keratinocyte%20-%20epidermal%2c%20donor1.CNhs11064.11272-116H3	tpm.Keratinocyte%20-%20epidermal%2c%20donor1.CNhs11064.11272-116H3
Keratinocytes	Fantom5	tpm.Keratinocyte%20-%20epidermal%2c%20donor2.CNhs11381.11349-117G8	tpm.Keratinocyte%20-%20epidermal%2c%20donor2.CNhs11381.11349-117G8
Keratinocytes	Fantom5	tpm.Keratinocyte%20-%20epidermal%2c%20donor3.CNhs12031.11421-118F8	tpm.Keratinocyte%20-%20epidermal%2c%20donor3.CNhs12031.11421-118F8
Keratinocytes	Fantom5	tpm.Keratinocyte%20-%20oral%2c%20donor1.CNhs10879.11251-116E9	tpm.Keratinocyte%20-%20oral%2c%20donor1.CNhs10879.11251-116E9
ly Endothelial cells	Fantom5	tpm.Endothelial%20Cells%20-%20Lymphatic%2c%20donor1.CNhs10865.11236-116D3	tpm.Endothelial%20Cells%20-%20Lymphatic%2c%20donor1.CNhs10865.11236-116D3
ly Endothelial cells	Fantom5	tpm.Endothelial%20Cells%20-%20Lymphatic%2c%20donor2.CNhs11901.11317-117D3	tpm.Endothelial%20Cells%20-%20Lymphatic%2c%20donor2.CNhs11901.11317-117D3
ly Endothelial cells	Fantom5	tpm.Endothelial%20Cells%20-%20Lymphatic%2c%20donor3.CNhs11906.11393-118C7	tpm.Endothelial%20Cells%20-%20Lymphatic%2c%20donor3.CNhs11906.11393-118C7
Macrophages	Fantom5	tpm.Macrophage%20-%20monocyte%20derived%2c%20donor1.CNhs10861.11232-116C8	tpm.Macrophage%20-%20monocyte%20derived%2c%20donor1.CNhs10861.11232-116C8
Macrophages	Fantom5	tpm.Macrophage%20-%20monocyte%20derived%2c%20donor2.CNhs11899.11313-117C8	tpm.Macrophage%20-%20monocyte%20derived%2c%20donor2.CNhs11899.11313-117C8
Macrophages	Fantom5	tpm.Macrophage%20-%20monocyte%20derived%2c%20donor3.CNhs12003.11389-118C3	tpm.Macrophage%20-%20monocyte%20derived%2c%20donor3.CNhs12003.11389-118C3
Mast cells	Fantom5	tpm.Mast%20cell%20-%20stimulated%2c%20donor1.CNhs11073.11487-119E2	tpm.Mast%20cell%20-%20stimulated%2c%20donor1.CNhs11073.11487-119E2
Mast cells	Fantom5	tpm.Mast%20cell%2c%20donor1.CNhs12566.11563-120D6	tpm.Mast%20cell%2c%20donor1.CNhs12566.11563-120D6
Mast cells	Fantom5	tpm.Mast%20cell%2c%20donor2.CNhs12594.11565-120D8	tpm.Mast%20cell%2c%20donor2.CNhs12594.11565-120D8
Mast cells	Fantom5	tpm.Mast%20cell%2c%20donor3.CNhs12593.11566-120D9	tpm.Mast%20cell%2c%20donor3.CNhs12593.11566-120D9
Melanocytes	Fantom5	tpm.Melanocyte%20-%20dark%2c%20donor1.CNhs12591.11502-119F8	tpm.Melanocyte%20-%20dark%2c%20donor1.CNhs12591.11502-119F8
Melanocytes	Fantom5	tpm.Melanocyte%20-%20dark%2c%20donor2.CNhs12346.11582-120F7	tpm.Melanocyte%20-%20dark%2c%20donor2.CNhs12346.11582-120F7
Melanocytes	Fantom5	tpm.Melanocyte%20-%20dark%2c%20donor3.CNhs12570.11663-122F7	tpm.Melanocyte%20-%20dark%2c%20donor3.CNhs12570.11663-122F7
Melanocytes	Fantom5	tpm.Melanocyte%20-%20light%2c%20donor1.CNhs11303.11274-116H5	tpm.Melanocyte%20-%20light%2c%20donor1.CNhs11303.11274-116H5
Melanocytes	Fantom5	tpm.Melanocyte%20-%20light%2c%20donor2.CNhs11383.11351-117H1	tpm.Melanocyte%20-%20light%2c%20donor2.CNhs11383.11351-117H1
Melanocytes	Fantom5	tpm.Melanocyte%20-%20light%2c%20donor3.CNhs12033.11423-118G1	tpm.Melanocyte%20-%20light%2c%20donor3.CNhs12033.11423-118G1
Melanocytes	Fantom5	tpm.Melanocyte%2c%20donor1%20%28MC%2b1%29.CNhs12816.12641-134G4	tpm.Melanocyte%2c%20donor1%20%28MC%2b1%29.CNhs12816.12641-134G4
Melanocytes	Fantom5	tpm.Melanocyte%2c%20donor2%20%28MC%2b2%29.CNhs13156.12739-135I3	tpm.Melanocyte%2c%20donor2%20%28MC%2b2%29.CNhs13156.12739-135I3
Melanocytes	Fantom5	tpm.Melanocyte%2c%20donor3%20%28MC%2b3%29.CNhs13406.12837-137B2	tpm.Melanocyte%2c%20donor3%20%28MC%2b3%29.CNhs13406.12837-137B2
Mesangial cells	Fantom5	tpm.Renal%20Mesangial%20Cells%2c%20donor1.CNhs11333.11518-119H6	tpm.Renal%20Mesangial%20Cells%2c%20donor1.CNhs11333.11518-119H6
Mesangial cells	Fantom5	tpm.Renal%20Mesangial%20Cells%2c%20donor2.CNhs12089.11598-120H5	tpm.Renal%20Mesangial%20Cells%2c%20donor2.CNhs12089.11598-120H5
Mesangial cells	Fantom5	tpm.Renal%20Mesangial%20Cells%2c%20donor3.CNhs12121.11679-122H5	tpm.Renal%20Mesangial%20Cells%2c%20donor3.CNhs12121.11679-122H5
Monocytes	Fantom5	tpm.CD14%2b%20Monocytes%2c%20donor1.CNhs10852.11224-116B9	tpm.CD14%2b%20Monocytes%2c%20donor1.CNhs10852.11224-116B9
Monocytes	Fantom5	tpm.CD14%2b%20Monocytes%2c%20donor2.CNhs11954.11305-117B9	tpm.CD14%2b%20Monocytes%2c%20donor2.CNhs11954.11305-117B9
Monocytes	Fantom5	tpm.CD14%2b%20Monocytes%2c%20donor3.CNhs11997.11381-118B4	tpm.CD14%2b%20Monocytes%2c%20donor3.CNhs11997.11381-118B4
Monocytes	Fantom5	tpm.CD14%2bCD16%2b%20Monocytes%2c%20donor1.CNhs13541.11789-124B7	tpm.CD14%2bCD16%2b%20Monocytes%2c%20donor1.CNhs13541.11789-124B7
Monocytes	Fantom5	tpm.CD14%2bCD16%2b%20Monocytes%2c%20donor2.CNhs13208.11801-124D1	tpm.CD14%2bCD16%2b%20Monocytes%2c%20donor2.CNhs13208.11801-124D1
Monocytes	Fantom5	tpm.CD14%2bCD16%2b%20Monocytes%2c%20donor3.CNhs13549.11912-125G4	tpm.CD14%2bCD16%2b%20Monocytes%2c%20donor3.CNhs13549.11912-125G4
Monocytes	Fantom5	tpm.CD14%2bCD16-%20Monocytes%2c%20donor1.CNhs13224.11788-124B6	tpm.CD14%2bCD16-%20Monocytes%2c%20donor1.CNhs13224.11788-124B6
Monocytes	Fantom5	tpm.CD14%2bCD16-%20Monocytes%2c%20donor2.CNhs13216.11799-124C8	tpm.CD14%2bCD16-%20Monocytes%2c%20donor2.CNhs13216.11799-124C8
Monocytes	Fantom5	tpm.CD14%2bCD16-%20Monocytes%2c%20donor3.CNhs13540.11910-125G2	tpm.CD14%2bCD16-%20Monocytes%2c%20donor3.CNhs13540.11910-125G2
Monocytes	Fantom5	tpm.CD14-CD16%2b%20Monocytes%2c%20donor1.CNhs13229.11790-124B8	tpm.CD14-CD16%2b%20Monocytes%2c%20donor1.CNhs13229.11790-124B8
Monocytes	Fantom5	tpm.CD14-CD16%2b%20Monocytes%2c%20donor2.CNhs13207.11800-124C9	tpm.CD14-CD16%2b%20Monocytes%2c%20donor2.CNhs13207.11800-124C9
